,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
54,Amazon Customer,Unmatchable in it's price range,5.0,3,2,2022,1,0,"Got the 128 GB model for 11k with coupon. Happy with the purchase. It's my first RealMe phone and I must say it has been a good beginning. I don't play many or heavy games but the few I play, the phone handles them well. Camera is excellent. Battery life above average. Fingerprint sensor okay. The UI is similar to Xiaomi phones, so moving to it is no problem. Not as sophisticated as MI but getting there. It uses standard Google apps (messages, dialer, files, etc) where it doesn't have it's own, which is a good thing. One can almost sense that the processor (Helio G85) is very reliable and capable. Nothing negative to say about the phone at all. Happy with my purchase."
55,Anil Kumar Maurya,Good product I amhappy,4.0,13,11,2021,1,4,"The media could not be loaded.
                



 All is well 🙏 good quality"
56,Hitender Kumar Azad,Disappointed by the camera,2.0,22,12,2021,1,1,Narzo 50a disappointed me in term of its camera quality.. it even can't scan whatsapp QR code on computer... it does not look like 50 megapixel camera... its battery is superb as it has hd+ display its battery last for 2 days in moderate use.. in this price range you will get good camera phones.. try other options if you want a camera phone..
57,Khushi agrahari,Bad,1.0,23,1,2022,1,1,Not charging above 80per. And they claim for 1 year warranty  and I received this product today when I m claiming for repairing they says repairing is not available. I'm very disappointed from this purchase
58,ARPIT,Good phone not the best,5.0,28,11,2021,1,0,Battery is good video recording os average and camera is not up to the mark but i had required 128 gb mobile with speed touch mobile as i had realme 2 and it is easy to transfer all apps and msg even whatsapp msg from any realme to realme mobile overall i am happy as per my usage i got good discount on it in amazon diwali sale
59,Raji Reddy,Camera is very poor and batery is ok but audio is very bad and not good at all.,2.0,22,2,2022,1,1,"Camera is very bad and not good that we expected ....finally don't buy this product anymore.Need to know how to return this product.My advise to all that don't buy this product and quality is very poor. Camera is not at all good and audio is very bad .Finally don't buy this product please.How to return this product which i never satified.I thought that realme is good company which produced quality and excellent product but here in this product which i purchased was very bad camera and audio is very poor.It is very bad product , audio is very poor and camera is very bad and not good that expected . How to return this product."
60,Chit,Decent phone with decent performance,4.0,3,3,2022,1,1,This phone is for person who's budget is under 12kSo many times multiple offers come on this deviceTalk about device this is decent phonePerformance is great for day to day taskCamera is averageBattery is good 1.5 days with moderate useFinger print reader is quick but not instant
61,prasad,Just ignore even amazon continue to keep this kind of item,1.0,13,2,2022,1,0,Missing basic feature.displlay is older technology.pricebis more.amazon unable to cancel.customer can not deal with seller.suggest people dont br crazy with pics but read all specs carefull and return policy.no where amazon helps.just interface.
62,atik ahmed jiva,Camera is worst,1.0,14,12,2021,1,1,This phone's canera is worst then my 2017 motorola.they say 50 megapixels.are you kidding me ? Every year they just increasing numbers of megapixels but not increasing quality of sensor of camera. Night mode is just a button in this phone not working at all all blck photos . And screen is also not smooth as well just glichty glichty display. 😓 I regret that i spent 12k on this .
63,Yash Koshti,Battery life and Display,4.0,26,11,2021,1,0,"Battery life is really good, you don't need to see after it for 4-5 days.It's display, OMG! I haven't expected it to be this good. I was expecting a typical LCD screen but this is something different. You won't feel you are using something less than amoled display.Camera is also good but need some software optimizations and performance is also good.Touch sampling rate is really great, you can enjoy some Battle Royal or Action RPG with a smooth touch experience.If you have budget of 10k then this phone is highly recommendable."
64,Simanchal,No quick charge,3.0,23,10,2021,1,1,"Quick charging should be provided for this type of massive 6000 mAh battery, it takes 3.5 hours to get fully charged from 5 to 100%. It is a drawback of this phone. Camera (50 MP) is also not up to that mark, picture looks like oil paint. Message app is not good, it takes time to get loaded each time. Improvements to be done."
65,Pratikpanchal,Front camera result is not good as expected.,2.0,7,12,2021,1,0,Front camera result is not good as expected (not good) and body has some issue at charging area and card access location.when you touch it then you feel that here there is some very small space overe here. very small noice you will hear from there when you touch it.I found small defect in mobile. How could they released it foe customers? They inspected or not?They initially did quality checks or not?Don't know why!I want to replace this model with another. Amazon any suggestions.
66,Gauri,Poor phone,1.0,12,1,2022,1,1,Camera qualy is very bad similar to 12 mp camera phone.Performance is also slow. Very slow if compared to same phones of redmi/samsung.It seems they have just changed the phone model and everything is outdated.Amazon is promoting this phone which is very bad. Amazon should test the pl hone before promotion
67,Nambi Rajan WM,Beast in smart budget,5.0,11,12,2021,1,0,"Touch response is very fast, camera quality is best in day light, zoom has depth in 2x but looses sharpness in 5x. Processing speed is awesome and no lags, multi tasking is good, battery charging is fast and last couple of days, I am already using realme 2 pro for 3 years - still no issues encountered, keep up the quality as always REALME."
68,Amazon Customer,Good according to price (10k),2.0,30,10,2021,1,2,Everything is good according to price(after applying coupon and discounts).Screen is quite more sensitive than actually being).processor quite slow.Quite heavy weight.Everything is good according to budget (10k)
69,Sahil Vasudev,Good for non extensive users,4.0,22,12,2021,1,1,"I felt little lag while using the device. Overall it's good with good camera, battery life and even fast charging at this range"
70,Zohaib Ilyas,*Great!*,5.0,8,1,2022,1,0,"Performance, battery, camera, UI everything is awesome! There's just one thing that annoys me - they didn't include an ultrawide lens. Instead of those macro and depth sensors they could've opted for an ultrawide lens. Then it would've been dual camera setup but would've been better than *this* triple camera setup. In terms of gaming I played rocket league sideswipe at 60fps and I got almost no lag. The phone turned a lil bit warm but didn't become hot after playing. I like how they chose to go for stock android in many places. Overall a good budget phone."
71,Krishna Kunal,"Battery charging speed not fast ... Average, camera not too good sala hang kr rha h",1.0,22,12,2021,1,1,Kuch khass nhi ...hang ho gya jaise hi phli setting ki yrBahut hi bekar set h call recording pe bta deta h hang hota h ...koi mat lena yrr isse accha MI ka koi set lelo
72,sohini,"Not worth it, loads better options in the same budget",2.0,23,2,2022,1,0,"The camera reminded me of VGA camera phones. The software cannot take much load...IG just shuts down when I try to edit a reel. The phone literally just cracked when it fell from the bed (with its hard cover on!) The battery life is quite good. But what use of it when the phone is progressively going defunct! Even the touch malfunctions sometimes.All this in two month's span.Seriously, find another option. I know budget is a real constraint, but low-budget realme is NOT the real deal."
73,MA Gafoor,"Waste quality mobile, ek dum china model performance hai...",1.0,12,12,2021,1,1,"Battery will discharge fast , camera is also waste, and display quality also waste, waste of money and a very much waste product from realme ... Please think before buying it..... Waste of money"
74,Arbaz,Average phone,3.0,9,10,2021,1,3,"I found the result of the phone's camera very bad. Everything else is fine. If you are buying a phone because of the camera, then do not buy."
75,Vilas Dabhade,I bought it 12 days before nd now its hanging .,1.0,8,1,2022,1,1,I bought it 12 days before nd now its hanging .i want to return it bt there is no return policy now..worst worst .camera quality is very poor .nd hanging issue is still there..not able to view contacts
76,Sharwan Prasad,Cheap and Worthy,4.0,23,2,2022,1,1,Really nice and cheap price but really works smooth and worth this phone in this amount. And real me is really giving nice quality products in really low price. I charging is super fast and battery life is also good.
77,Tarun KUMAR,Don't buy at all,1.0,15,12,2021,1,1,This phone started hanging and heating in a gentle usage only. Amazon Technician confirmed it has hardware issue. Really disappointed with the quality delivered by RealMe
78,Ram Kishore,"Good phone,but better option available in this range",4.0,7,12,2021,1,0,Overall nive phone. Few observations ..1. feels bulky by weight and size too2. Camera not as good as it should be.3. Slow processing as compare to my old phone(redmi note 4)..that was outstanding in all respect4. Sometimes it takes too much time for charging..more than 3 hrs.. usually gets charged in 2 hrs
79,E=Mc^2,Amazing...,5.0,1,1,2022,1,0,The phone exceeded my expectations. The battery life is amazing. Screen is good. User interface is clean and good. Games like Battle grounds India runs without a hitch. And the phone feels premium on hand as well. I am completely satisfied by this phone.
80,Lawrence,Good at this price range,4.0,18,3,2022,1,0,"I have got this 128gb 6gb at 9,999 on offer. So at this price range it is a wonderful mobile. So far use for 3 weeks .. no issues found in battery life.Few games might not work in full screen - example : Rummy circle."
81,Akhil patel,Worst products,1.0,24,10,2021,1,2,It's fingerprint is not working.. Bettary power is very less.. Only 5 hourse time
82,Pramod Sharma,"Not satisfied with phone,some items missing in box.",2.0,13,1,2022,1,1,"I got narzo50a but there is no warranty card, and not screen protector flim, even it seems used phone, and sound quality is not good, I will prefer don't go with it.So this is kind of complaint to seller plz do not cheat with your valuable customers."
83,priya,No proper voice over calls,1.0,11,12,2021,1,1,"who ever calls me in whatsapp video call, always complains that they see me well but there is missing audio in between. This is frustrating, my previous phone was much better. I searched for possible solutions but found none. This phone is useless."
84,jitendra Rawat,Very bad product .😩😩😩😫😫😫,1.0,23,11,2021,1,2,"The media could not be loaded.
                



 Don't buy this productNo return options .😫😫😫😫😫Its very bad cemara phone .Bettry profomse very  😫😫😫😫😫😫😫😫"
85,Didesh N Poojary,Absolutely Loved This Phone,5.0,20,1,2022,1,0,"Definitely a best budget smartphone, no doubt about it, it's light weight, looks good and performs well for its price tag, the camera is not that good but it's okay compared to the price, but for me it's definitely worth the money"
86,kumar,Valve for money....,5.0,11,3,2022,1,1,Nice phone good camera and sound quality fast charing nd many more features at ds price .
87,Asheesh,the design of the product is not  good in this price segment,2.0,24,10,2021,1,3,the design of the product is not  good in this price segment and the quality is also so bad
88,Bharat kumar,Not worthy.. very slow,3.0,8,12,2021,1,0,I don't know whether the processor is poor or the hardware. But the phone is very slow.And I am saying this after 3 week and no games played and memory only 50% occupied.I don't recommend
89,Mohit,Camara quality very poor,1.0,7,11,2021,1,2,"Camara quality very very poor ,I am request this for return but amazon not give this type of facility, according to me if you want to order any mobile go with flipkart service"
90,Roshan,Overview,4.0,13,11,2021,1,0,"Product is good for this price range. Screen quality, camera, sound and performance is good. This phone is not sufficient for gaming. There is a problem in this phone is when someone calls it rang first than after 10 or 15 second displayed the phone number or name. If you thinking low budget mid range phone than this is good choice."
91,Nilesh,SD card slot not detectable in realme phones,3.0,31,10,2021,1,0,"I just bought this phone. There is a problem in this phone. It does not show the SD card when you see the storage. The SD card is not detected. Was trying to search solution to this problem but nothing has worked. This disappoints more when you want to see or copy videos, photos from your SD card. Display is dull. All other functions are good. Will update my reviews once again after using this phone for 15-20 days"
92,Manoj G.,Amazing REALME,4.0,28,1,2022,1,0,"at this price comparison, no other mobile see before.Best Battery Life 9/10Camera Performance 8/10Phone Looks 8/10Overall Performance 10/10If you are Smart, should be purchase at this Range."
93,Vikas nandkishor Yadav,Mind-blowing deal,5.0,15,12,2021,1,0,"I got this mobile at 7,850rs during 9-13 December mobile exchange+cashback offer. I exchange my realme C1 of 2gb+16gb📲with this realme narzo 4gb+128g wow it's mind-blowing at 7,850rs.Camera quality is okay but it doesn't meet my expectations. Also companies are not providing Ear phones😏"
94,Amazon Customer,Camera,1.0,3,11,2021,1,2,Camera is 50 mp but it takes pics like 2mp very poor quality waste of money. Even button phone camera is better than this phone.
95,Rahul,Best in the price range,5.0,5,2,2022,1,0,"With great battery backup and good camera,front camera is far better than OnePlus 8 pro's.The thing I really hate is ads in the UI in various default apps."
96,Ketan Jasani,Decent product,4.0,28,12,2021,1,0,"At a cost of 12k including the mobile protection plan this is worth. Camera quality, battery back and touch screen experience is good and this one is a budget buy."
97,AJAX,Dull display quality,1.0,12,1,2022,1,1,Display is poor battery 🔋 back up is bad do not accept anything from camera 📸
98,Sumit Chauhan,Perfect mobile in budget,5.0,18,1,2022,1,0,Perfect product. Nice seller who shipped product very fast and in very good packing ☺️.10 ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ for seller10 ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ for amazon as well
99,Shraddha Raul,phone cover is not given,5.0,17,11,2021,1,0,"amazing picture quality ,light weighted to carry anywhere 😇 didn't  received phone case as it already has a beautiful back case in built so have to handle it with care.I got this phone at cheaper price like 10499 on great Indian festival it is worth now to have this phone with us 128gb storage hurrahh !!It looks attractive as it has oxygen blue body😇 Thankyou so much Amazon😊"
100,Amit,whaattaaa mobile,5.0,19,11,2021,1,1,I dont know why all youtuber say it was not good.....but in my experience realme does his job launching narzo 50a.... go for it
