,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
11,Anantha Krishnan,A good choice for upgrade,5.0,27,2,2022,1,54,"Nord CE 2 is a decent choice for someone looking to upgrade from an under 15k segment phone. Review after using the 6GB variant for 5 days:Pros:- Decent battery life and excellent charging speed- Smooth performance and display- Comparatively compact and light weight- ""Unofficial"" water resistance (read below)- Design and color is neatCons:- Speaker isn't great- Camera is okayish- Unsure of OS experience in the future, stable and bloat free as of nowDetailed:- Decent battery life and performance. I got around 7 to 8 hrs of screen time from battery at 100% to 20% with normal use with 4G internet (social media, chat, some camera and mobile hotspot tethering at 90HZ display refresh rate). Changing display refresh rate to 60Hz seems to improve battery drain, but 90Hz looks very smooth.- 65W fast charging is great, can charge from 20% to 100% in 30 minutes. Also not much heating during charging.- OS looks clean, some preinstalled apps could be uninstalled or disabled. But surprisingly found 3 file manager apps (of which two can be disabled) and two photos app (OnePlus Gallery and Google Photos app, which can't be uninstalled). Didn't find any bugs or functionality issue, no lags or stuttering. Apps open instantly and work fine. OxygenOS 11.3 with Feb 2022 security patch. I guess a stable Android 11 is better than a buggier Android 12 for most customers. But not sure what will happen from OxygenOS 12 which shares Oppo's ColorOS.- Some heating issue was there on a first day of use, but then got a system update and haven't noticed any heating afterwards.- Saw a rubber seal for the SIM tray, which could mean that there is some degree of water resistance, but there is no official IP rating. Also saw a YouTube video that tests the water resistance and the phone survived 15 min submersion in water. So there seems to be ""unofficial"" water resistance.- Cameras are okayish. Main cam takes good pictures at good lighting, but colors are a bit saturated. In wide angle camera, the exposure and color is less. Photos from selfie cam are a bit soft without any filters or modes. Haven't tested much low light or night photography.- Phone back panel is made of plastic, feels like plastic to touch but the blue color back panel looks really good. Good to hold in hand and use because of comparatively compact and thin size. A smaller bottom chin / bezel would have been better. The case provided is translucent and has a small pattern design (ie its not a plain).Overall it's a good phone to buy, you get some features like headphone jack and expandable memory which is good for people who have been using it from their previous phones."
12,Haritha gidigi,****VERY DISPOINTED BY 1PLUS****. Sound and back camera poor quality.,1.0,28,2,2022,1,54,"****Don't buy any phones from Amazon*** i really had a bad exp. DISLIKE:For 25k poor build quality. Same configuration in real me etc are coming less than 18k only. Just for 1+ brand don't buy for 25k.---> Audio is worst, single speaker but volume too low in calls for other end. I think phone mic issues.----> Back camera not good---> phone touch also I felt bit lack.Like:--------+Fast charging, within 30min 100% charge .Front cam bit okay.Battery backup is good.8 5g bands. Support, dual 4g standby.**** If OnePlus can promise if they can do something on back camera quality and Audio improvements with updates buy it with any offers. Otherwise go for real me gt master or 9pro or 9pro plus.  And moto mobiles also good. I was using moto for 6years for only good camera and sound i took this but those two only drawback for this phone rest all okay manageble. And no return policy only replacement."
13,Munish Nayyar,Phone hang issue,3.0,6,3,2022,1,28,"The media could not be loaded.
                



 Phone is good but this phone hang in every 1 hr also phone head sar is very high 1.023 W/Kg"
14,k k shukla,bakwas mobile hai,1.0,26,2,2022,1,48,bakwas mobile hai
15,RITESH,Mid ranger Flagship.,5.0,27,2,2022,1,31,I got this mobile for ₹ 16999 which was an awesome deal for me. I have rated this phone based on 5 rating points.Delivery- 5/5 was superfast and exchange took place with ease and got offer of extraa ₹3000 discount.Packaging- 5/5 Packaging was awesome by amazon and Oneplus packaging is clean and very good all the documents including Red Cable Membership card got 3 months extended warranty using this.Charging-5/5 65 watt charger is already provided in the box which phone supports very nice move not like other companies. Charging cable is of good quality and charger as well.Looks- 4.5/5 Aesthetic wise its premium with glass back and curved edges and metal frame. camera bump is not very much unusual and gives decent look to phone. Inbox provided cover is of very good quality and looks very good. It feels good to hold and not feel very bulky termed as slimmest oneplus phone. Lower chin is on big side could be a bit smaller.Connectivity-5/5 Total number of 5G band supported is 7 and the phone supports VOWIFI on both sim. It supports dual 5G which I feel is future proof. Bluetooth connectivity is awesome with earbuds. It also supports dual band wifi. Its has got triple slot.O.S-4/5 Only issues is that it runs on Android 11 out of the box but with latest android security update and future update promises. OS is very smooth no lags were found. Always on display is very good. Customization is top notch.Sensor-5/5 It has got all the sensors as required including step counter.Battery-5/5 Charging from 0-100 hardly takes time with in box charger. If AOD is on and little battery consumption is on higher side with 90hz screen. I feel its good with F-amoled display.Screen-5/5 Fell in love with it in display fingerprint scanner is very good and display is bright enough at this price point better than MI phones. Display is immersive. It supports HDR10+ and comes with corning gorilla glass 5.Camera-4/5 Back camera is good with natural light and though struggles in low light.Dark mode does a good job.4K video is supported at 30fps Selfie camera is good with lot of features. No OIS is provided in both the camera. But EIS present.Calling- Its very loud and clear and no issues found.Perfomance-5/5 taking pricing point into consideration its good mid ranger chipset works well with heavy games at medium setting and normal day to day operations are carried out without any lags.GB ram is enough for daily operation.My recommendation is that if you get this phone at ₹20K the its a very good deal without any single thought go for it. However if you are a gamer and want a phone below 20K then you can go for Infinix 5G. However If you want a good camera phone at same price point of this then go for Realme 9 PRO Plus without any thought as camera is excellent for still photos but you will have to compromise with display.
16,deepak,Amazing Phone,5.0,26,2,2022,1,34,"Best Operating system after iPhone so you and ur data is safe. Those who do all their banking transactions through mobile, understand it's need. Plus 3 years security update. That's really great thing.2. Camera is good enough. Sharp and zoom is really good. See attached photo taken from 5 th floor.3. AMOLED display is amazing. Difference noticed while watching movies on Netflix. It's super.4. No DTS however phone sound is quite loud. Can take calls on loudspeaker without any issue.5. No complaint in speed. I don't play games however tried and it did not disappoint me.6. No heating issue. Heats little bit while charging and it's obvious as it's 120 W, I believe. Charges mobile to 40% in just 10-15 minutes...7. 2 yes warranty. Seems like company is preety sure, it won't brake down.Conclusion: at this cost getting best OS and happy with that. Rest are not so important for me however phone did well on all areas.Best of luck Chinese company... Till the time India doesn't develop its own effective mobile, keep earning. We will catch you soon!!"
17,anju,A decent package for non gamers and everything thing is decent not the best out there,4.0,26,2,2022,1,31,"The media could not be loaded.
                



 Build quality - Rating 7.5 : One of the light weight phones out there and has to say it's quite comfortable for one hand usage and even the material used is polycarbonate but gets the job done but doesn't matter if back cover is there . In terms of styling it's similar to oppo phone but i liked it but won't recommend gray one as it attaches fingerprints but if you are going to use back cover then it doesn't matterDisplay -  Rating 8 : Really good amoled plan and 90hz refresh rate works well wish it could have been 120hz . But the bottom chin is quite thick that is the only thing and yes there is gorilla glass 5 protection and screen guard pre applied too . But the panel on this one is the not the best out there but it's pretty decent as wellPerformance - Rating 9 :Dimensity 900 with ufs 2.2 and lppdr4x Ram gets the job done for regular day to day operations and I didn't played games so can't say but considering this soc is pretty good you can expect 50 fps stable in bgmi and cod . Still I would say this processor is good but competition is offering better so you decide . For me gaming doesn't matter and for next 2 years it can last me easily for normal.usageSoftware- 8.5 : biggest con is Android 11 based on oxygen OS or should I say future color oos 😂 but overall it's quite stable and no bugs as of now but still can't say a lot will have to wait for Android 12 to have better ideaCamera -  Rating 7.5 : 64mp is decent I was atleast expecting samsung sensor though but they provided omnivison sensor which gets the job done but to be Frank I am not into camera that much so better to check other reviews and video stability in 1080p is good and 8mp ultratwide is decent as well . Still the camera is not the best out there again I am saying this because others are offering better but OnePlus managed to give decent thingsBattery -  Rating 9: on 90hz refresh rate with 40 percent brightness and dark mode excluding gaming it gives 7 hrs of sot from 99 to 89 on wifi network and then 89 to 59 on jio network and rest remaining on wifi . So battery for normal tasks can last more than 1.5 day . Charging takes about 30 minutes to charge from 10 percent to 99 which is pretty fastSpeakers -  6: pathetic only single speaker and quality is moderate5g bands - 8 bands so it' is futuristicCall quality - Rating 10 :  it's amazing pretty loud and none of the parties ever complained about my voice that is getting mumbledSo to conclude you can buy this one if you only care for OnePlus and you want to try OnePlus for the first time . I was even getting mi 11 lite ne 5g at same price but rejected it due to miui . So for normal users and those who want a stable software without any ads or notification or bloatwares its good"
18,Raghuveer Bhati,Disappoint with build quality and display,1.0,26,2,2022,1,26,Phone's display and camera not upto the mark what I've expected form oneplus it's a lower segment feel after paying 25k if i know this thing I'm gonna go with realme or mi or iq in under 16k i get same features very disappoint with display and camera quality
19,Enayat,Excellent all rounder!,5.0,27,2,2022,1,37,"The media could not be loaded.
                



 The Grey mirror finish is really cool and the phone is smooth in day to day usage. Charging speed is very fast but i couldn't test 0 to 100. As an estimate it'll take 30-45 mins for a full charge (Will update after testing). Cameras are all good and in par with RM9pro+(I do have it) especially the front cam. Overall it's a very good phone in this price range."
20,Manoranjan Das,Nice phone,5.0,25,2,2022,1,20,Very good product
21,Mohd. Ayaz,Better than Realme 9 Pro+,5.0,27,2,2022,1,30,"The media could not be loaded.
                



 Major weak points that disappoint.No stereo speakers.No RAM expansion.Struggle in low light condition.Should have RAM expansion and camera quality should be improved with new update."
22,Suhit,Average Phone. So keep average expectations.,3.0,28,2,2022,1,14,"Writing the reviews after 3 days of UsageDesign: Phone's design is good looking and decent. The phone sits well in the hands but has to be used with a cover due to its glossy finish at the back. The phone comes with a cover and the screen cover as well. There is one speaker besides the charging point and there's a 3.5mm jack as well. Volume buttons are to the left side and the front camera is placed at the top left corner of the phone.Performance: Good performance. I tried gaming on this phone with high specs and found no issues, no major lags found. Yeah the phone heats up a bit after continuous usage. Continuous calls will heat the phone as well. Heating issues reported on other OnePlus devices are still being noticed here in this phone but not to thay extent, seems that OnePlus has worked on it but not to a greater extent! Apps work smoothly as far as performance is concerned. Unlocking phone is quick. Android 12 could have made this phone a perfect buy, but that's not a deal breaker either as OnePlus has promised a guaranteed 2 year Phone updates and 3 years security updates.Battery: Okayish. If you're a gamer or heavy user like viewing lot of videos etc, you'll have to charge your phone twice a day. For a Average user this phone will get 1 day enough to survive. Battery drains are worked but again not to a great extent. But that is coped up with the 65W charger which as per my real time experiments charged from 0 to 80 in 25 mins not 15 mins claimed by OnePlus. Battey improvements must be done by OnePlus further.Camera: Decent, but not impressive. 64MP is what on the papers but realme sensors work good versus this Phone. Night photos are not sharp as well. Colors are thrown by the AI but still would like to have improvements on the camera perspective. Definitely not the OnePlus benchmark cams for sure.Music, Audio, Video, Display: The speakers are not dobly ones but do the job wonderfully. Enough sound and no issues with video calls. Watching videos and graphics are good, impressed here. Phone will give you two options of 60 hz and 90 hz display rates with 90 as default and this too does the job very well. Scrolling and switching between the apps works smooth.Overall its a decent phone. The issue stands with longetivity of the Mediatek Processor and OnePlus support to this phone. As per my views if you're a gamer, would suggest not to go with this phone. If you're a normal user and charging phone twice a day is not a concern for you, go for it. If you are user having expectations from camera performance, don't go with this phone. If you're a user who wants decent performance and camera, then go for this phone.Will update my reviews ad and when I keep using this phone and find anything."
23,vishal purohit,One plus did it again!,5.0,26,2,2022,1,12,"Was looking for a phone in this price range, to gift to my mom.Delivery person was very polite and courteous.My mother loved the phone.  I kind of find the phone good value for money.Dedinately recommend to go for it, if you are looking for new phone in this price range, which is feature loaded and feels amazing to use"
24,Nitesh Yadav,"Bad camera, slow processor. Not value for money.",1.0,26,2,2022,1,21,"Pros-Good BatteryFast chargingBuild qualitySlimNFCSmooth OSCons-Processor slow, not for high end gamingLow camera qualityNot value for money"
25,satyendra singh,Don't buy,1.0,28,2,2022,1,20,"This mobile refresh rate only on paper but when u will play pubg, bgmi refresh rate will decrease and i think this mobile is only selling by advertisement .Niether processor is good nor refresh rate of display.So please don't buy it by exchange.When u return it they will cut 3000 bonus amount."
26,Tanu,Awesome mobile Just go for it 👍,5.0,25,2,2022,0,31,"Pros -Fluid AMOLED type front screen 409ppi pixel density64MP Main Camera on the backside16MP Front Shooter6GB RAM MediaTek Dimensity 900 MT6877 chipset65W Super VOOC Charging128GB internal storage Oxygen OSOnePlus Nord CE 2 is a 6.43 inch FHD+ Fluid AMOLED display with a 90 Hz refresh rate HDR10+ certified..Nord CE 2 5G camera has been made smarter with powerful AI software like Nightscape and an improved Portrait Mode that lets you capture sharp, sharable shots with the tap of a button. The OnePlus Nord CE 2 boasts a rear 64 MP triple camera consisting of a 64 MP primary sensor, an 8 MP ultra-wide camera, and a 2 MP macro lens. The 64 MP main camera captures images with high levels of detail and punchy colour, even in low-light environments thanks to its large f/1.7 aperture. It has a 16MP front camera for selfies.OnePlus Nord CE 2 5G is powered by the 6nm MediaTek Dimensity 900 octa-core chipset along with support for 5G network speeds and Wi-Fi 6. The design of the MediaTek Dimensity 900 processor has been optimised for power efficiency..Its features a 65W SUPERVOOC fast charging for the 4,500mAh battery. The fast charger can take the device from 1-100 % in just 32 minutes. The smartphone also comes with intelligent software that reduces the time its battery spends at 100 % when charging overnight to improve battery health and longevity.OnePlus Nord CE 2 5G comes pre-installed with the most optimised version of OxygenOS 11, complete with an improved dark mode, new one-handed usage features, and more.OnePlus Nord CE 2 5G will receive 2 years of Android version updates and 3 years of Android security patches."
27,Suraj Roy,Hands-off performance... Thanks 1+,5.0,26,2,2022,1,11,The most important impact on society and the world is the cell phone......OnePlus Nord CE 2 5G one of them. A little more than you'd expect. 65W Fast Charging.Expanda Storage love it.Capacity- 6 GB RAM + 128 GB Storage.Camera quality not bad but as per price not well. Colour also so sweet.Red Cable Pro membership from 1+Over all review it's good. Every one go for it........
28,imran,One of the best midrange 5G Phone,4.0,25,2,2022,1,15,Superb display cool design light weight. Fast charging go for it guys.
29,Abhishek Shukla,Simply Amazing,4.0,26,2,2022,1,9,"Oxygen OS UI is best, and you will feel smooth experience with beautiful display and loud speaker and headphones jack output is crisp and loud...camera need optimization specially in low light ...but the look and feel and light weight of this device will amaze u for sure ...and its good to go with the device with OnePlus brand value."
30,TrustedReviewer,Confusing SIM card slot,1.0,28,2,2022,1,9,"Bad product experience from the start.The SIM-MicroSD card slot is very confusing to operate. There’s also no instruction or label on whether SIM card slot is up, or the MicroSD card?This shows how much the product team focuses on first user experience. They should learn something from Apple.By the way, the MicroSD side is up and SIM card side is down."
31,Venkatesh Goud,"Not worthable, so many Back drops, i am totally disappointed 😔",2.0,1,3,2022,1,15,"Over heating while charging, fast battery drain, face unlock not working properly, even sometimes phe getting hang while touching icons, phe heating in 1hr usage, while using Bluetooth headphones for calling the voice will be very low. So many Back drops are there. Not worthable. Its not up to the mark of one plus company. I am totally disappointed 😔"
32,shailesh,Hang problem,2.0,5,3,2022,1,19,"The media could not be loaded.
                



 At starting 2 days it was performing good and I have given 5 rating and now I reduced it 2. Continuous hang problem is going on in phone.i need restart it at least 2 times in a day. The processor is not taking load. Even when I am writing this review the back gesture is not working."
33,Shivam chaurasiya,3rd class camera don't buy this phone,1.0,26,2,2022,1,22,"The media could not be loaded.
                



 Any thing is best but camera is good pls Don't but this product"
34,Ranjan kumar Mohanty,Not expected this from an oneplus phone,2.0,9,3,2022,1,8,"As a tech geek these are my experiences with this phone..1.Fingerprint scan is not smooth as compare to other low end phone also2. Due to omnivison camera, picture quality is not good in low light.. Okayish camera3. No inbuilt app for messages, dialer, recorder, notes.. All are google based apps4. MAJOR problem- It has google CALL RECORDER by default.. If you record during call ""it will prompt recording has started"" which can be heard to both caller and receiver.. I mean people use Call recorder for safety and secure purpose, but here it is opposite5. If you turn on WiFi hotspot for more than 10 15 minutes,it will start showing heating issue6. After software update, for twice my audio was not working, had to restart again7. Battery drains fast in ambient display mode..8. Did not find any difference in power saving mode aa compare to normal mode.. Battery drains in same speed in both mode..9. I mean its 2022, then why android 11?10..No stereo speakerFew pros :-Look wise its best.. Display is top notch.. Better than Oneplus CE.. 12bands 5g support.. comes with nfc..Few other issues are also there.."
35,Amaan,Great Cell,5.0,26,2,2022,1,6,"Each and everything about this phone is surprising what was truly more than expected was the charging I literall placed on charge at 9:00 @ 18% battery and after my breakfast @ 9:17 it was 81%, I was shocked and that lasted an ample amount of time in office, have left taking charger to office. Also the night charging is great the phone automatically optimises how fast to charge the mobile so that it reaches 100% at 6 in the morning.Happy till now with the purchase.Though there is a downside I hated the google phone and contact app I am badly missing the stock OnePlus apps, this is OnePlus not some android phone please don't use third party apps just be yourself you are gr8."
36,Siddanth Kumar Lingayat,"Obviously a good product , orginal",5.0,26,2,2022,1,8,"The best from OnePlus , mid range product and best in class , good camera , good display , smoothening"
37,sai govardhan sathavalli,Value for money,5.0,27,2,2022,1,14,"The media could not be loaded.
                



 Design look ossom, fast charger,,4500mah triple slot,4500More 5g bands, camera setup ossom"
38,Shahid,Looks good so far,5.0,27,2,2022,1,6,Using since 2 days. No hanging issue faced so far and works absolutely smooth (I am not a gamer) . Camera might not be best in this class but still good. Macro camera just average. No bloatware. Almost Pure Android experience. Perfect crisp Display. I find it value for money at this price range.The case provided is of very inferior quality. Start turning yellow at the edges on the very first day. Better they would not have even provided this.PS: Will update my review in case I face any issue.
39,Mo On,"Not for any audiophile, USB audio is buggy",2.0,4,3,2022,1,7,"The USB audio in oneplus phone is merged with OTG, so each time you connect your external dac( fiio k9 pro, earman tramp, chord mojo) you need to switch on the OTG.But the bug start from there once any of this device disconnects you will need to restart you DAC again and again till it is by luck detected by the OnePlus phone again.In OnePlus forum the OnePlus team seems to be proud of this ""feature"" but as a developer I do not understand why they merged the USB audio with OTG.Over all this is not the phone for any one who use USB audio regularly. Irony is oneplus stoped adding audio jacks to their phone and promoted the wireless accesories.In the end it's all about marketing and business.Never going to buy any OnePlus brand devices anymore."
40,Sumit,Serving the purpose,4.0,5,3,2022,1,7,"Honestly speaking Phone doesn't meet OnePlus standards but at this price it's worth it. Grey color is top notch. It's amazingly gorgeous but never ever use it without cover.- Camera is fair performer.- Screen is fantastic.- OS has bugs but can be fixed in future updates.- Sound is acceptable.- Finger print reader is quite fast.- Dual Sim + Expandable memory is cherry on top.- 65W charger is life saver.- Phone heat up a bit while charging but it's negligible.- Almost no bloatwares.Far better than Redmi, Mi and Moto G competitors."
41,rahul nayak,It’s really a bomb 💥,1.0,8,3,2022,1,7,"On just 5th from delivery it’s getting heated every time while getting any notifications,but on 7th it’s getting too hot 🥵,and making noise while on charging ,then I remove charger,but it shows a mark on screen which seems growing bigger and covers the screen on next day,feels like fooled by one plus,even threatened of using one plus phones on this high budgets war"
42,Kuldeep,Fantastic!!! Worth of every penny))),5.0,27,2,2022,1,2,"Superb smart phone coz in this phone you are getting something more than hardware specification, and that is phone usage experience!!!If you are going to be first time user to oneplus phones... then you will definitely love it!Rating time!! 👇🏻Looks : 4.6/5Build quality : 4.4/5Hardware : 4.4/5Features : 4.7/5User interface : 4.8/5Display : 4.7/5Connectivity : 4.9/5Camera : 4.5/5Battery : 4.8/5Loudspeaker : 5/5Fingerprint sensor : 4.9/5Sim slot : 5/53.5 mm jack : yesLight weight and feel : 4.9/5Preinstalled Application management : 5/5IPX5 water resistant : yesIn box silicon back cover : 5/5Gaming performance : 4.5/5 ( no lags )Entertainment experience : 5/5Daily usage experience : 5/5Overall experience : 5/5Just one thing i don't like is that Google phone application, it gives an loud warning on recording call......But leaving this a side,  device is just a perfect one! For every person..."
43,Saurabh Singh,Just awesome experience ☺️,5.0,26,2,2022,1,7,"The media could not be loaded.
                



 Phone looks are relly amazing that is performance too. Display is awesome camera is uptomark . If u get deal arond 16k go for it."
44,Ben Varghese,Good phone,5.0,27,2,2022,1,6,"Pros1. Very beautiful phone, handy2. Slim and lightweight3. Very smooth scrolling4. 65W fast charger 10% to 100% within 30 to 35min5. Good processor no lag till now after using one week6. Gaming is also very good7. Outdoor photos are very nice in wide angle8. Battery backup it will last up to one day9. Speaker sound is good.10. Calling sound is very clear no noise11. There were not so many app pre installed like in realme,vivo ,oppo, redmi.12. Price range is good13. Overall goodCons.1. Android 11 not 12 realme 9 pro launched with 122. Updation will go up to Android 13 only3. Indoor photos are not best4. 4k recording but not in 60fps5. No slider6. No dual speaker7. 65w supervooc charger not Wrap charger8. It says OxgenOs but looks like ColorOs"
45,S Kumar.,Not user-friendly mobile .,1.0,2,3,2022,1,4,"So many option are either missing or not user-friendly.like back button or app switching option are very hard to use.camera quality is good.little bit mobile started hanging in 2  days even have not loaded with apps.very good thing is battery charging,it's takes hardly 30 minutes to 100% charged.so 25k price is very costly.it is 15k quality mobile.overall feeling like Chinese quality mobile compare to others."
46,Kunal Kaushik,Average phone,3.0,6,3,2022,1,2,"I didn't upload pics cause I forgot to take them. I am a one plus user since 2016. I bought one plus 3T when it was launched. That phone is still with me working fine. I am a true one plus fan. So my review on this phone is that it very basic.To be honest I am disappointed with the phone. I agree it's a low and budget phone but still had better expectations.Pros: great feel in hand looks premium, Great battery and charging is like awesome. Sound is loud and brightness is also good. Videos look awesome. Touch is great, processor is 👌🏻Cons: not a gaming phone you'll be disappointed with that. Camera isn't that good at all. Body is plastic, speaker location makes it not audible with texting. Video get stuck and security and update patch is still not given.If you want to buy a phone for good use and want to use it for a long time. This is okay. But this is no where near to high gaming or photo fan phone"
47,S N Shenoy,OnePlus Nord CE 2- Excellent Quality,4.0,7,3,2022,1,4,"Received this OnePlus Nord CE 2 5G 8GbRAM 128 GB within the next morning of ordering it.Two days usage updateMarch 7,2022Pro'sSim Card Slot and Memory Card Slot in the same place and very useful. Can upgrade upto 1 TB Memory.2 Nano Sims can be accommodated.On screen fingerprint scannerCamera Quality Good with AI EnhancerSuper Vooc charger charges phone in 30 mins from 0 to 100.Basic screen guard and cover .Haptic keys good.Phone is sturdy.Seamless migration of apps and data except SMS from old OnePlus 5T to this oneLight weight.Useful 3.5mm headphone jack.The biggest difference between Nord CE and CE2  is that the Nord CE 2 comes with HDR10+ support, while the original Nord CE doesn't. The Nord CE 2 also offers an AI Colour Enhancement feature for camera.The OnePlus Nord CE 2 features a triple rear camera made up of a 64-megapixel main camera with f/1.7 aperture, an 8-megapixel ultra wide camera with 119-degree field of view and f/2.2 aperture, and a 2-megapixel macro camera with f/2.4 aperture.The OnePlus Nord CE meanwhile, has a triple rear camera too. Its system is made up of a 64-megapixel main camera and 8-megapixel ultra wide camera like the Nord CE 2, though it has a 2-megapixel mono camera instead of the macro camera offered on the newer device.Cons90 Hz refresh rate.Don't go for Gray Mirror colour is pathetic, no gray, looks like a steel back.Alert slider missing."
48,Vishwajeet Mishra,OnePlus Nord CE2.... It's amazing 😍😍😍😍😍,5.0,5,3,2022,1,4,In this phone:1) Audio quality is amazing ( Cristal clear and loud.2) Back camera quality is amazing ( A very detailed capcharing photos in natural colour)3) Front camera quality is also amazing4) 8gb & 128gb a very good combination. One extra memory slot is available ( Up to 1TB )4) Midia tech dimencity 900 . A very fast processor to open anything just a finger touch.5) Screen quality is amazing and very smooth like a butter.Over all a very good package after long time I have seen as a OnePlus Nord CE2.I am writing a review after using 2 weeks and one more thing it was delivered by Amazon in just a one day.It's great and I am very grateful to be a part of this.
49,pratik poshirkar.,Superb charging very good phone,5.0,26,2,2022,1,6,Totally satisfied with the phone and this is my first from one plus. Wat else u want in 25k... A neuclear bomb?🤣👍
50,Amazon Customer,Camera Quality is too poor,1.0,26,2,2022,1,6,Camera Quality is too poor.. Feels like taking pictures in some local brand of China mobile .. didn't expected from OnePlus Brand ..Total waste cameraplease don't buy mates this phone
51,Hemanth vadlapudi,Good phone,5.0,14,3,2022,1,3,best looking phone ever for the price .The quality they maintainedis good .We can extend ram up to 3GB.Pros:1)Looks attractive2)30W fast charging support3) video recording is amazing with best EIS available in the market.4)oneplus nord 2 CE comes with super AMOLED display with maximum of 700 nits brigthness5)Oxygen OS provides the soothing experience for daily usageCons:1)it provides 90 hz refresh rate but 120hz would have been better for the price bracket2)Speakers are not loud3)comes with Lpddr4X ram and ufs 2.2 which makes phone too slow4)No IP ratring provided5)No wireless charging support6) low light photography is too cheapRating:Performance &features : 7/10Display : 6/10Network :8/10Battery backup : 8/10Camera : 5/10Speaker : 7/10Value for money : 7/10
52,Suraj Birje,Just Go for it ..,5.0,25,2,2022,1,6,Looks beautiful in blue lady ..Love it performance features slimmest and good battery pack with fast charge ..Feels good one plus ....❤️✅
