,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
11,Tech_one,OnePlus Nord 2 is not worthy for 30k. Poor Display and Camera Quality,2.0,28,7,2021,1,207,Hi All. I have purchased OP Nord 2 for upgrade from my two years old Realme X. But my experience with Nord 2 is very bad. first its display is very bad quality compare to smartphone at 30k range. Even my Realme x display looking good against Nord 2. Its major highlight camera also very poor quality nowhere near to flagship sensor as OP advertising. Daylight pics are pathetic. After system update App Clone function is not working not able to use my 2nd whats app account. Call Recording function is not working which is my main requirement that is working flawless in my realme x. I think OnePlus make fool of us. Everyone who is purchasing will regret afterwards. So beware of OP Nord 2.
12,Jaydip P.,My experience after 14 days,5.0,28,8,2021,1,190,"I am writing this review after using this Mobile from Last 14days. I know the confusion of a person who is going to spend Big amount of money on mobile. I gone through the same phase and I willl try to give my honest review about OnePlus nord 2 and cover all the aspects of it. I will make sure that after reading this review you will easily make your decision.1) Camerarear camera : 5/5front camera : 4/5Awesome Rear camera with 50MP main perform super. I have attached images for reference. Focus is very fast and dynamic range is also Plus point.front camera is also good buy note best but I can say that over-all it's good in this price range.So many users are complaining about colour os code merge into oxygen os but I feel that camera quality is improved due to this. camera features are well organized compare to only oxygen os.2) software experience : 5/5It's awesome experience for me as I am coming from MIUI ( redmi note 4 ). Clean UI without any bloatware and ads.3) Performance : 5/5All applications are working very smoothly. I never encounter any lagging issues till now.  I didn't play havey games on it so I am not aware about gaming performance. over-all I can say ""Phone makkhan ki tarah chalta hy"".4) charging time : 5/5super fast charging.5) Face recognition Speed : 5/5it's very very fast similar to charging Speed.6) Fingerprint sensor Speed : 4/57) Battery Life : 4/5It's give you 6-7 hours screen on time which is  good. For me Full charging Last for 1.5 days.8) Carrier Aggregation and network quality : 5/59) Look  : 5/5when you hold it on your hands it's look very primium Mobile. I have grey colour which comes with Matt finish.10) Ram management : 3/5This is bit disappointing part in OnePlus nord 2. I think this will improve after software update so no need to worry. 11) Heating issueYes Mobile is heating bit when you use continuesoly for long time. But this is classical OnePlus issue and It can be solve through software update.12) Haptic feedback : 5/513) Display : 5/514) speaker : 5/5dual speakers with High loudness makes is awesome 😎conclusion :If you are normal user and looking for well balance Phone in all aspects then OnePlus nord 2 made for  you in this price range. Just buy it and please don't forget to Thank me later 🙂"
13,Amazon Customer,"Bugs in software, important functionality not working",1.0,2,8,2021,1,171,"Nord 2 software is full of bugs.Clone app is not working after the last update. The ones who had installed lost their data. Fix is expected in the next build, however, one is not sure when that would be available.So, if one is using dual apps, then think twice. I still need to carry my old phone as dual app is not working.Also, OnePlus care(support) has no clue about extended warranty. Paid for extended warranty, 4 days have passed since then but one plus support has no clue.Photo access from gallery is very slow. If one is having hundreds of photos in gallery then pictures take time to load when scrolling through them. Even my previous 2 year old phone fared way better.Software optimization is lacking."
14,Stanley,Oxygen OS becomes crap,1.0,28,7,2021,1,155,The phone overall is great but the OS has lots of bugs. Like its not even 1 day but I had the cloner app installed for Whatsapp which suddenly gets removed after latest update. It shows that no app is installed for which cloner is applicable. I would expect Oneplus to have their software sorted out if they are targeting the premium range users.
15,A akhil,Worst camera clarity,1.0,29,7,2021,1,139,I believed in one plus and bought this but camera clarity is below the mark..no light enhancement photos are very dull..not worth it at all
16,SANDEEP,Oneplus is now Oppoplus or Realmeplus,1.0,29,7,2021,1,131,Using it since 2 days and facing so much problems. Restarts automatically in Recovery Mode. Too much bugs in Oxygen OS. Not able to clone app inspite having required Apps. Not happy at all. Seems that I have spent my money for a 3rd class category phone.
17,Amazon Customer,Best android phone I have used till date,5.0,28,7,2021,1,131,-The refresh rate is just awesome-Camera is fabulous-Gaming is excellent-65 Watt charger charges in 38 minutes-Display is soothing-Color is just wow.. nothing like before.-Wow dealIn short it is the best android launch of 2021
18,sajal jain,Review,3.0,28,7,2021,1,124,Battery drains fast 😑Superb charging speed (0to 100) 33 mins🤗Display goodBack camera thumps upFront camera quite week😦Brightness okay!!
19,rohan badgujar,Phone stopped working after 4hrs,1.0,4,8,2021,1,101,I was very excited once I received the phone.But i dont know why the phone switched off by itself after 4hrs of usage and never started again. Can be poor quality of the oneplus new series. Now a days oneplus is not working well for its customers
20,jagadeesh,Awesome look,5.0,28,7,2021,1,99,Splendid in style
21,Vivek Gupta,Bad display .looks like a cheap smartphone,1.0,29,7,2021,1,90,I am using one plus 5t currently ..Ordered one plus Nord 2 to upgrade my existing phone. Trust me the display of this Nord 2 looks like a cheap smartphone. Colours of one plus 5t are way nice and better. One plus is losing its credibility and brand value . Looks like a cheap smartphone. Using Nord 2 don't give a premium feel.
22,Abhinay,Nothing Different from the previous One Plus Phones,3.0,28,7,2021,1,84,"Delivered yesterday and initial impressions was good . But then when i enrolled my finger print that's when the issue started. The phone wasn't able to read the fingerprint at all . No matter how many times i tried it didn't work . Since the one plus store is very near my place i took the phone over there and they said the had to calibrate the sensor and after that i haven't faced any issue as such .Update after going to the store , still the issue persists technician came and verified the same and the replacements on the way . Hopefully won't face any issues with that one ."
23,Tapas,Worst battery performance,1.0,29,7,2021,1,85,"Display is good, camera is average , speaker quality is everage , I am not a gamer so I can't measure performance, but definitely I can say it gives worst battery performance ,it gives 3-4 hours sreen on time although it charged the battery in 30-35 mmonutes , overall I am very disappointed 😞😞😞😞"
24,Pankaj,Good camera and good phone but with issues,3.0,29,7,2021,1,82,The phone's good but I don't know why my apps keep getting closed automatically. I am a little disappointed with this behavior. It happens randomly. I don't expect this kind of nonsense with a 30k device.
25,Saurav Chatterjee,NORD 2- The flagship killer! Smooth as butter.,5.0,28,7,2021,1,77,"The media could not be loaded.
                




   TL;DR: Classy look and feel, 12GB version is smooth as butter, the pictures are detailed and true to life, Charges to 90% in just 30minutes with its 65w Dash Charger, No 3.5 mm headphone jack, free basic phone case in box.👉🏽 Received it today within a day of ordering the phone. So, this is the initial first look impression. Plus I've added my experience of using it for a week.This is what I liked-1) Transition to the new phone was super easy thanks to the One Plus ""Clone Phone"" app.2) The on-screen finger print sensor and the face recognition works like a flash!3) Great haptic feedback, whether you type, use gestures, notifications you can feel it well and it's a great user experience.2) The 90Hz refresh rate and the 12GB RAM makes the phone ultra smooth, transitions are seamless. The OnePlus launcher is pretty intuitive and gesture controls are cool.3) I wish there was the option to disable or uninstall few inbuilt (bloatware) apps like Google Messages, Play Movies etc. directly from phone's app manager. However, you can enable developer mode and then uninstall those apps manually by connecting your phone to the laptop and then via adb commands.4) The Grey model is having matte finish while the Blue Haze has glossy finish. While both the phones are very good in terms of grip and are not fingerprint magnets.5) The main camera is too good, you get really true to life detailed pictures, portraits are professional, macros are great as well. Need to check how it performs in low light. I've added two photos (of new shoot of pine plant & Building facade), not sure if they would be uploaded in high quality or not, however, the detailing is superb.6) Battery performance seems well optimized and the dash charger charges the battery from 0% to 90% in less than 30 minutes. Really Impressive charging speed🔋. My phone has lasted for approx 1 day 23 hours with singe charge &light usage. With heavy use like watching couple of hours of movies+ calls+ social media on screen time -- it lasted about 12-13 hours.7) Those of you who use Google Play books to read epubs, it's gonna be a great experience to read the books in ""eye comfort"" mode for longer duration.8) The free phone case that's provided is pretty decent, it's got raised ridges for the camera and the screen so you can use it until you get cases of your choices available in the market. Plus the grip is good.9) I really find the slider useful to switch between 'Silent', 'Vibration', 'Ring'. Really thoughtfully made.What could have been better?1) It's always good to give people the power to make decisions. OnePlus could have kept the easy to use 3.5mm headphone jack, it's not a big deal for me but it adds convenience and the need to not have another extra device to keep track of and charge regularly. Plus, frequently using the charging port for inserting the adapter for USB-c to 3.5mm earphone jack could be problematic. Also, you can't fast charge and listen to audio in that case. Using a Bluetooth earphone is fine, but 3.5mm jack is still the most practical audio interface because: Ease of use, longevity, convenience. (It's a con for me, I've got BT earphones still love wired earphones for sound quality, ease of use)2) There isn't any secure folder (Samsung users would know the benefit of it)3) The OnePlus Gallery app is fine, however you can't add rich text with customization in the edit mode to your images on phone.4) The Battery! Could have provided a 6000mAh battery, too much to ask for? No- Samsung is providing it. However, thanks to the super-fast fast charging (within 30-40 mins) you won't feel this much. Remember to keep your dash charger safe!"
26,Amazon Customer,NOT up to the mark,3.0,2,8,2021,1,70,"I was excited to get the One plus Nord2 5G phone in hand. I was a user of One plus one earlier and then moved to Redmi k20 Pro. and then again back to One+1 nord 2.But got disappointed with the performance of the new phone from oneplus.I used to get better battery backup and good camera interface in Redmi K20 pro even after 2 years of use.The oxygen OS getting mixed with color OS is pathetic. Lots of lag in applications.  Especially the one I got irritated is the Auto rotate option. I enabled Auto rotate for  watching you tube and all videos, but after a phone call , I noticed the dialer gets rotated but will not turn to normal screen even after keeping the phone straight , I have to restart the phone to get the dialer straight from rotated.Another issue noted is the camera focus, when we try to scan the bar code on whatsapp web, it takes time to capture or read the barcode , even when we try to take close shots pictures, i see the camera is not able to focus fast and stays blurred for a long time, then we have to adjust our self to get the clear picture.Over all the phone is light weight, and easy to handle. I did not feel heat up, unless i enabled hotspot for laptop connection. Being an earlier one plus user, I hope OnePlus come up with updates to solve these issue faced by users."
27,Deepak Garg,Damaged product received,1.0,29,7,2021,1,70,"The media could not be loaded.
                




   I got damaged product and i need this phone urgently but have to wait now"
28,HEMAKSH,Extremely poor quality phone,1.0,10,8,2021,1,68,Phone hangs very often.Extremely poor sound qualityPoor camera qualityI had requested for replacement/return but not got any response from customer care. Even no one turned up for technical inspection. Shall never use OnePlus phone again.
29,Mohan,It's premium! Best phone under 30k nord is direct answer!! One bad is it asks many permissions,4.0,28,7,2021,1,59,I bought this as gift for my father!! Will share my First impressions.Pros:- In hand feel is premium felt like using samsung s series.- Display top notch for the price 👌 with 90hz.- Practically oneplus made good camera phone under this price point.- This is a perfect 5g phone has all bands.- still oxygen os is main layer and feels like oxygen os- build quality is strong.As hardware good device.Cons :- kinda oppofication code base destroys oneplus UI experience.- asks many kinda permissions while setting up device. Like for camera app asks call permissions. Unwanted permissions.Overall its good phone for the price. It's start phase of oppo-fication!!Please oneplus stay as oxygen os don't turn into something else. That's the key mvp of oneplus.
30,prajwal gavhane,pathatic experience,1.0,31,7,2021,1,59,"edited:- now I am from 2star to 1star because there is camera issue I facing if you use camera for 5-10 mins its automatically falls and closes Idk why all this issues are coming after 3rd update..😒please if you are purchasing the phone then understand there are a lot of phone available in the market which is better and chaper than this.eex. samsung A52,A72Mi 10i, poco f3gt, realme dont go for look"
31,Achintya S.,Worth every penny,5.0,28,7,2021,1,57,"Loved it, I am using the oneplus 8T I got this phone for my girlfriend and even though I spent like 13k extra when I got 8T I don't feel like the difference between both the phones are worth 13k. I am loving this phone.Pros:Fast chargingSmooth usageLooks (this depends user to user)CameraCons: Should have put the 120hz display instead of 90hzInclusion of colorOS UI in camera and settings"
32,Shubhangi,Dummy model,1.0,30,7,2021,1,53,"I had received a dummy product.I am really disappointed to say this, it was first time I came across such an experience, disheartened....Amazon and One plus😠😠"
33,Prakhar gupta,"Phone is heating like hell always at 38°c ,not so worth it according to the hype they created .",1.0,29,7,2021,1,52,"Phone is heating like hell always at 38°c ,not so worth it according to the hype they created .heats up to 44°c you can not touch the phone. heating is its major problem"
34,Viral,SERIOUS PROBLEM WITH IMEI NUMBER,1.0,29,7,2021,1,46,"Don't buy this product. It has some serious issues with IMEI number. Any OnePlus system may not recognize the IMEI code for the mobile and then your mobile will be ghost for OnePlus. In this case, you will not be eligible for warranty. This has happened with me and now OnePlus team is extremely lethargic and least interested in addressing this issue."
35,Anonymous 1,Not worth buying,3.0,29,7,2021,1,42,"I received this phone yesterday and I'm really disappointed with pathetic camera as it can not capture good pics with close shorts & mostly this phone camera provides over contrast images in daylights and doesn't provide decent image in night mode & battery drains fast. Only thing you can be happy about this phone is battery charges very fast with 100% in just 33 minutes. I feel like cheated with this product purchase and if Amazon is checking on reviews. Please take back this phone & refund the amount or provide a better replacement in the same price range.Update 15/08 - Overall performance is ok now, however in close shots rear camera struggles.Update 27/08 - I still feel it's not worth buying. And for those who want to buy new handset in this price range should wait for Pixel 5a release in India."
36,Shuja Abbas,Highly disappointed 😞,1.0,31,7,2021,1,44,"Disappointed since the day 1, all the app says storage not found...the camera switches off all the time, cannot download images on what'sapp even after giving all the permissions..It took me around 10 attempts to attach the picture in this review evertime while attaching the file app crashes...Going for a replacement if it doesn't resolve in one or two day..."
37,Sanjeew kaumar,Color is no as appealing as shown in image description.,1.0,29,7,2021,1,43,Color of product is dark than the  color shown in description. After one day of delivery when I asked to return or replace the item they bluntly refused this.  Worst experience with One Plus . I have given one star because there was no option below this. Totally unhappy and unsatisfied!
38,amit mohapatra,Smooth user experience,5.0,28,7,2021,1,43,Performance is really good.Camera and features are better than previous Nord.
39,sabyasachi,Horrible ONEPLUS,1.0,30,7,2021,1,39,"Mobile not switching on . showing error like "" the serial is not match fastbook_unlock_verify ok"". Parhetic.....what kind of quality checking is being carried out by ONEPLUS"
40,Shreyesh,So many bugs,1.0,31,7,2021,1,41,"The media could not be loaded.
                




   So many bugs and issues , and apps closing automatically after using less than 30 seconds."
41,Swapnil,Read this review before buying Oneplus Nord 2,1.0,30,7,2021,1,37,"Worst phone from Oneplus.Now Oneplus oxygen os Feel Oppo color os & Some Camera Feature are also same as Color OsI suggest you not to buy because it's not feel oneplus Flagship phone it's feel ordinary phone now just like oppo realme.If you are a fan of oneplus then definitely buy this phone without any thinking but you are A new user of oneplus & you are not a oneplus fan then go for other phone at this price range like Oppo Reno 6 , Realme x7 Max, Mi 11x etc.Thank you 🙏"
42,Dinesh Reddy,Awesome Just go for it,5.0,31,7,2021,1,36,"Pros:1) Charging Power2) Processor3) Camera features4) Stereo Speakers5) Display6) Storage with UFS 3.17) NFC8) Gorilla glass 5 front and backCons:1) Display size2) USB 2.0 not able to stream gaming.3) Dolby Atoms4) Google dailer, contacts and messaging5) Plastic frame edges"
43,Harikrishna,Over heat,1.0,28,7,2021,1,37,Over heating mble with in secns
44,MAHENDER GOUD,Phone is exploading . Over heating problems,1.0,11,9,2021,1,29,Phone has lot of over heating problems . When external climate is high in summer camera shutdowns automatically and phone switches off . While charging phone heats up . Observed in lot of scenarios . Need a proper investigation after spending alot of money for better product you cannot expect these kind of issues .better or for good avoid buying OnePlus products
45,Josh,Great Handy Phone For the Price.,5.0,28,7,2021,1,27,"First Impressions-will update detailed reviewThe phone is solid, feels good in hand, small size, can be used single handedly, the back glass does not attract fingerprint. I have the haze blue variant. It's a glossy finish. Some YouTubers say that the gray has a matt finish, so you can checkDisplay: Display is crisp. The brightness levels are good for indoor and outdoor usage. Doesn't get as bright as OnePlus 9 series, but decent enough. There is little blue tint that you notice when you tilt the screen Don't know if it's common.Speakers: Speakers are decently loud. I thought it would be low, but I liked the sound output. Call quality is also decent. During calls , No issues in hearing the other person, earpiece are also decently loud. I won't say it's the most clear I have heard. Overall you won't ve disappointed with the sound output, it can go decently loud.Software: Oxygen OS is smooth, doesn't come with a lot of bloatware, although u may have to be cautious of some permissions like that in search bar and there are some built in Oxygen OS Apps. Can be easliy avoided. There are a few bugs, like the vibration motor intensity change is not working well on my phone. I will report the same in the communityCamera: Main camera is really good. can take night shots as well with adequate details. Performs really well indoors and outdoor. Wide angle camera is below average. The details are not good. It can only be used to put some pics on social media. I am considering it a single camera device. So a better deal compared to Pixel 4a (because 4a has become an year old). 2 mp mono camera- I doubt if it even worksCharging- Battery life is decent, can easliy last one full day. Charging speeds are good, if the atmosphere is cool. I tested the 65W charger, charges the phone fully in around 45 mins, although I am not going to use it daily, because fast charging takes a toll on the battery life. So charging with a 20W charger, even with that charges decently fast.Performance: Haven't done gaming yet, will update the review after that. But general performance is very good. No glitches, apps are wroking pretty smoothly. Doesn't heat up in normal usage.Update after 15 days of use-Initially the battery drains fast, but it's normal for a new phone. Post 3-4 complete recharge cycles, the battery is now performing as per expectations.The main camera quality is really good, can even take some really crisp night light photos. Gaming performance is smooth for casual gamers. The phone doesn't get heat up that much. It remains within limits. Definitely not a full fledged gaming phone.The software experience is very good, that's something which lacks in a lot of android phones. The UI and transitions are very smooth, no visible lags, and the best part is it's single hand usability. Overall it's a great phone for power users and professionals. Definitely not the most feature rich or on-paper powerful, but it ticks most of the boxes.AFTER 3 MONTHSA lot of bugs.....screecast and bluetooth doesn't work well"
46,Varun,It's Worst lot of network issue,1.0,29,7,2021,1,34,It's worst
47,Prehangma limboo,Wow what a Heater,5.0,6,8,2021,1,28,"Thankyou team Oneplus and Amazon for ruining my 2years of pocket money saving s and giving me this Heater Im happy Now I have it, I'm warming food and tea most of the time with it,So frustrating thing is Heating issues and battery drain with this phone other issues I can handle it.I ordered first handset but it has display issues and order replacement and I got it.OnePlus brand is known for a quality product few years back I don't know why they are playing with there own reputation.Otherwise its a good phone, except you if you can ok with heating issues."
48,Vikram Haibate,Best phone in this segment!,5.0,29,7,2021,1,28,Initially I got defective piece but eventually it was replaced by Amazon.Hence rewriting the review again.1. Design 5/52. Performance 5/53. Battery life 5/54. Camera 4/5(front camera needs bit improvement. Rear camera is superb)5. Connectivity 5/56. Video playback 4/57. Audio playback 6/5(the best)
49,Gagandeep Kaushal,OIS and processor winner,4.0,28,7,2021,1,26,Recently bought it. Build quality is not too satisfying but a good phone cover should be fine.Pros :1. OIS in such a low price2. Mediatek Dimensity 1200Cons :1. Plastic body2. Wide angle camera's low light performance not satisfactory3. 4500mah is a low Battery capacity. Would have not increased the production cost much for a 5500+ mah battery
50,Ashraf PM,"Bought 2times , returned one. Dangerous phone",1.0,14,9,2021,1,26,"Earlier I put my negative review here, after buying the second Nord5, but they didn’t publish it. I think they publish only positive reviews plus very few negative reviews so as to get rating above 4. The battery drains too fast, phone heats occasionally. Be cautious before buying.  Nord2 exploded few times in India."
51,Tomhawk,No HD Streaming on Prime and No HDR on Netflix,1.0,29,7,2021,1,23,"I bought this phone as an all-rounder to stream multimedia and play games but now I regret the decision as this device is unable to stream HD content on prime video despite having WivevineL1 certification, HDR playback on Netflix is also not supported as you can see from the attached screenshot.OnePlus customer care is pretty useless as they said they're unaware of this issue. This could be a device specific problem.Also the phone case I recieved was slightly deformed, this is definitely not the experience you would expect when you spend around 30K for a smartphone."
52,Customer,"Not really a flagship killer, but certainly checks ""most"" boxes",4.0,28,7,2021,1,21,"Launched at 12AM, ordered at 12:03AM :PThis is my primary and only phone now, and after two days of usage, well...- Body: Feels good. Really. They have perfected the edges and feels solid to hold, does not feel flimsy, if only they reduced the camera bump a little.- Screen: The 90Hz AMOLED is love at first sight. <3The colour reproduction, the viewing angles, the scrolls, they are just amazing.- Battery: Lasts me more than a day, and charging is a breeze, takes less around 20 minutes to reach from 10% to 100%. Does get a little warm with continuous screen time, but not worrisome standards.- UI: The haptics and the tiny animations they put in are extremely thought out, like a tiny circling dot around the front camera when in use, and ability to change the fingerprint animations, etc. My first OnePlus, don't judge me if these are new to me.- This is my first in-display fingerprint phone, and I am not sure if its just mine, or in general, but coming from a solid physical fingerprint scanner, I feel this scanner misses a few hits, you really need to know the exact area, etc. Not a deal breaker. The animations and haptics compensate.- Camera: High hopes. Normal daylight shots are fine, but ""ultra-wide"" is disappointing. Night ultra wide goes haywire. Portraits are okay, good skin tones, but bokeh feels out of place. Heavy image processing, feels artificial. The camera UI isn't ergonomic and feels out of place for OnePlus. No Macro.- Software: Day 2 and software update for Oxygen OS.- No Memory card, lack of expandable storage :x- No headphone jack :(Let's see what happens.12 days after:Received two OTA updates, not much camera changes as company claims, but Wifi connection becomes seamless.Camera: My my still so weird.4k 60fps N/A. ""Ultra crisp portraits"" becomes inactive in 'portrait' mode, only works in regular photo mode. 50mp inactive for Night mode. Front camera still average, they desperately add extra white. HDR looks too artificial. 'Move further away' keeps popping up on portrait, even though subject is more than an arm's length, and the bokeh messes up. *All that can be fixed with an update*Video: Supports 2160p on Youtube, but no HDR compatibility on Netflix, Prime.Battery: I am a regular user, and I am still left with 40 - 45% battery after a day. And charging this is such a bliss, max 15 - 20 minutes and voila 100%."
53,Ghouse,Display leaking issue,1.0,29,7,2021,1,26,Display issue received defective product not expected from OnePlus display colour changes and screen goes black
54,Abhi Shah,Too low battery life🔋,2.0,6,8,2021,1,23,"After 2 weeks of use here is my review.Pros:1. Look & feel.2. Rear camera & photo quality.3. Fast charging. 100%🔋 in 30mins.4. Fingerprint sensor.Cons:1. Worst battery life.2. 5 hrs screen on time only.I've used only one 4G sim. If I've used both sim slots guess the battery backup. Oh sorry this is 5G smartphone. Wait for 1-2 hour screen on time when 5G come.My 3.5 years old mobile Realme 1 (3410 mAh) has batter 🔋 life than this so called flagship oh sorry Oppo smartphone  with ColorOS😅.If you are not after brand, then go for Poco F3 GT. For same or less amount it'll give superior performance in every segment compare to OnePlus Nord 2."
55,Vaibhav,PRETTY MUCH EVERY BUG YOU CAN ASK FOR.,1.0,31,7,2021,1,21,"Apps like YouTube, whatsapp, Flipkart keep crashing, sounds glitches, Video freezes, SD card error while opening the camera (LOL it does not have a SD card slot). No HD streaming in Amazon Prime Videos and Hotstar even after Widevine L1 Support.Amazon, gimme my money back,Update- Amazon has accepted my refund request. Thanks Amazon."
56,Sandeep Singh,Only for One plus Users and Not Worth the Price,3.0,28,7,2021,1,22,This phone feels good in the hand. Specs-wise it's a killer as top-notch processer 8GB ram cameras are also good.But the issue is the processer as it is not fully optimized. I am getting slow performance as of now.Overall Recommended but only to the One Plus users. If you are trying OnePlus phones for the first time then I am not recommending you.
57,Manoj Mulye,Average phone,3.0,28,7,2021,1,21,Face unlock not working. No parallel app. Not satisfied with phone
58,MaliQ,IF YOU WANT TO WASTE YOU MONEY THEN BUY THIS PHONE 😒,1.0,8,8,2021,1,19,Major Touch issue is there so - 0 pointsMajor Heating issue so  - 0 pointsBattery life - 5/10Camera - 3/10Sound quality - 8/10Screen - 6/10Charging time - 10/10Do not waste your money for this phone. This is a total waste.
