,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
20,shubham,Fully satisfied,5.0,6,9,2021,1,42,
21,Alka,Premium 5g phone,5.0,21,9,2021,1,25,I just loved this phone using it now for about 20-25 days. Ordered it the same day of it’s launch and the best part received my phone within 24 hours . Qualities which are winning my heart are :1. It’s premium look give more class to the phone2. It’s a perfect size phone with 16.55 cm huge screen and still it’s a light weight phone very convenient to carry.3. Battery back up is amazing . It gives 24 hours or even more performance with wifi which is amazing .4. It’s quad camera setup gives you best pictures and again quality is just amazing .5. Selfie camera gives you perfect selfie which is 13MP.6. Lock censors work superb .7. Sound quality is amazing and very soothing to ears .8. Quality of screen is amazing.9. Performance is also great .10. Samsung has given all the premium feature in this range with perfect storage space.My reason for choosing this phone was it’s 5g 12 band network support but with this i got all the premium features. I am super happy with my choice . Thanks Samsung.
22,Amazon Customer,Conned by Samsung and AMAZON,1.0,25,9,2021,1,27,"The worst phone I've ever purchased!1.Battery: very poor, battery drains quickly and takes 2.5 hours to fully charge a phone in idle mode. False commitment of fast changing and useless 5000mah battery!2.The phone keeps getting hang, if using 3-4 apps simultaneously.3. The Camera is worse! Front cam is 3rd class. You have a better camera in M31 Samsung, which is cheaper than this.I had bought this phone on 13th sept 21, and had raised a replacement on 20th sept on this app, and chose 22nd as a date for technician visit. (I was given an option by amazon app from 21st to 25th).The technician didn't visit on 22nd and I called customer service dept to check about it. They informe that replacement window had already past on 21st, then I asked why was I given an option by this app for a technical visit on 22nd? Then he raised the same concern with his managet and said I'll be getting a reply soon.I didn't get any response, so I contacted the customer service dept again today, the higher dept to which this issue was raised has resolved it without informing and is not willing to talk to me.They have considered this phone fit without  physically verifying, and are not willing to communicate the application glitch which allowed me to book a technician visit which was on the next day of the last replacement day.Very good amazon! Thank you for this experience. This will be the last time I will be ordering an electronic item from you."
23,Prashant sonwani,"Screen is damaged, Not starting from 2 weeks",1.0,27,9,2021,1,25,"I bought the phone with expectations of high end performance but The phone is over priced by 10000/- and it started having pixel line issue which was all over the left side of screen in 2 days, then the phone is not starting up. luckily It happend on 6th day so I was able to request for replacement but little did I know that it will not be easy.Replacement was cancelled because the phone is not starting and they needed IMEI number for verification which I already informed to amazon,I have contacted customer service multiple times but they always say that the phone will be returned easily but it has not returned till this date. They said they have filed a compliant against logistics department but no resolution till this date.There were two instances when they didn't even bother to come pick up location and cancelled the pickup.I am complaining in the consumer forum because it is clearly fraud.Worst phone and worst service by Amazon.Don't buy this phone. Go for 10k range phone."
24,Teju,Really Good Phone avoid negetive reviews,5.0,12,9,2021,1,29,The phone is best . not for heavy games and all really a good mobile with a great battery backup.
25,S. Mohan,Flop phone of the year,1.0,7,9,2021,1,26,Camera quality is too poor build quality is also poor
26,prince,Product is missing.Very very Disappointed.,1.0,3,10,2021,1,25,Box seal damage.Everyone please be aware
27,Amit Prasad,Phone features are ok but Samsung should consider amoled display in this price segment,4.0,5,9,2021,1,21,Phone features are ok but Samsung should consider amoled display in this price segment. Although screen is very clear comparative to other brands but it should be sAmoled.
28,Swapnil Varute,Must buy it,5.0,12,9,2021,1,16,"I was very disappointed because First I received my mobile with crack on Backside of mobile,  but thanks to Amazon team , they replaced my mobile with new one within 1 day , really appreciated their quick decision and response,  about product,  phone is amazing with all features....must buy & try it.."
29,Sachin K,"Fast draining batter, replacement option is not honoured.",1.0,27,9,2021,1,17,"Battery of Mobile device is what energy is to a living being. M32 5g has a very poor battery. Had bought this branded device with much expectations but this device's poor battery performance has let me down. Above all, replacement request was also not honoured by Amazon."
30,Srinithi,Don't buy from Amazon.. Return/replacement policy worst.,1.0,14,9,2021,1,16,I bought samsung M32 mobile last week.it It's mobile speaker was not working good. mobile speaker was too low audible while speaking calls..I want replace my but Amazon technician said it is good working I am booked for another inspection I feel dissappointing. Dont buy this product from Amazon return/replacement policy is too bad.
31,Amazon Customer,Worst mobile,1.0,17,9,2021,1,17,"Samsung M32 5G is a rubbish mobile from Samsung and more than that Amazon has a return and replace policy.  No return even if there is a problem with the product.  Remove Friends Samsung and Amazon from your life.  Both are waste of money and waste of time.  Amazon does not replace even after giving a bad mobile.  If there is such a policy, who will buy the product online?"
32,ASHOK YADAV,Wonderful phone within reasonable price.,5.0,7,9,2021,1,18,"The media could not be loaded.
                



 Sound is not enough but can be adjusted."
33,Pratimanikhare,Not my expectations,1.0,9,9,2021,1,19,Vestage of money produt display not good
34,Mrinmoy,Bad to worst experience,1.0,4,11,2021,1,13,"First let me give a review of the mobile. I bought 8 and 128gb version. Overall is good. But it says it's fast charging but to charge it from 20% to 100% it's taking more than 2 hours. And with moderate use the battery will last for 30 odd hours, including the night time when we are not using it atall. Got the product on 30th October. After using for 2days suddenly the display was not working properly and after 10-15minutes it went totally blank. Now nothing is visible. Display totally gone.Tried to raise a replacement but as per Amazon a technical person will visit and check, and after his report they will proceed further. Ok, no issues with this, but the slot they gave is after 5days. They are delevering your product in 1day after you have ordered, but if there is any issue , them they are taking more than a week to replace it. That's not acceptable. Let's see what happens after the technician visit. Will provide the next updateGot the new phone after 10days. It was a very very bad experience while returning the product. Technician was scheduled after 3 days i raised request but no one showed up, got no calls from them. No one picked my call. I was told to reschedule it. I did for a time slot of 10 AM to 2PM (again after 48hours). Again no one came. I called to amazon customer and they told me to again reschedule. I dropped 3 mails escalating it. Then the techinicain called me and came after 6PM.I finally got the phone replaced on 10th November.The camera is not as good as it shoud be. Battery is bad. It takes more than 2.5 hours to full charge and stays for just over a day. (I dont play games on phone)"
35,NG,Pride of India - Great phone,5.0,16,9,2021,1,11,This product is one of the best made in india product from Samsung and I recommend to go everyone in mid range phones with high features . Go for it and cons is actually nothing but if price they can bring down to 19k will be rocking and can create revolution in the mid segment of phones.Truely a monster and 5G oriented mobile …
36,Sonamani Irengbam,"5 star had given today 2 star, I see many fault day by day",2.0,26,9,2021,1,11,"I had written a good review but today I am very sorry, this phone hang and stuck frequently I would say, overall this fon is Not a good one, sometime it switched off automatically, I have to go to servicing center, samsung you need some upgrade to fulfill the heart of a customer"
37,Sach,Not really happy being a samsung model,3.0,6,10,2021,1,9,"I have multiple feedback or this model. Overall I can give is 3 star only.Battery life is GoodDesign and look is goodBut there are many cons:Display looks very much shrinkedCamera specially in night mode is very very badFinger print reader most of the times does not take it. Tried many many times adding fingers and changing it, but reader quality is very badCharging cable received in the box is very small. Power adapter is of poor quality.Loud speaker is not at all loudOverall not very happy being a Samsung customer and Samsung product."
38,Sharath,Model flop,2.0,6,9,2021,1,13,I personally  felt  display and front cam  ok ok but atleast rear cam for 23k 48mp its not good quality also. I am preferred to buy Samsung  but not this model
39,S Prabhu,Fashionable,4.0,14,9,2021,1,9,"Gorgeous Blue glass body. Quick charge. Good screen, but not Crystal Clear. Samsung Apps are Confusing. Little heavier. Battery holding not that longer for the given capacity.THE PHONE HAD A FALL. SERVICE CENTRE CHARGED RS. 4400/  FOR REPLACEMENT OF SCREEN."
40,kumar shantveerayya,It's not worthy avoid buying,3.0,9,10,2021,1,7,"1) Battery  drains out fast which is  important  parameter as we r using 4G network still, if 5G then we need to avoid  buying it2) Specification says its fast charging but it takes 3 hours to charge full.3) Camera is not  much good as expected.4) As it has 8gb ram internet and other operations works faster.5) brightness  is not much6) Sim slot opening  pin was not given which is very basic thing7) charger cable is short, if they increase .25mFor the above points makes me to dislike 👎 this product."
41,Hitesh Patel,"Not satisfied as value,  poor futures",1.0,8,10,2021,1,9,"Mera tv me Screen mirrors nahi hota, Remote nahi he, infra red nahi he, pdf file open nahi hoti, speed 8 gb jaisa nahi he, finger print senser kuch khas nahi he, unlock karne ke bar bar pin dalni padti he,  muze bilkul pasand nahi ye ye galaxy phone, waste of money. Reshmi not 7 pro achha he, jisme sab kuch he.  Don't bye plese"
42,Dinesh J,Over heat issues while charge and speaking,2.0,16,9,2021,1,7,I have brought this phone during the first day of launch. I was expecting something better could be involved in this mobile but literally waste. Phone is getting heating issues while we speak any calls for appx 10 to 15 mins. I have started seeing hand pain issues after using this phone within a week. Its feels very heavy while using it. Its better to look for some other less weights phone to work.
43,Vijayakumar SP,An another Disappointing product from Samsung.,3.0,8,11,2021,1,5,"I bought a 8GB+128GB version. This 5000MAH battery is a useless one.On first day the phone was unplugged at 100% recharge at 7PM Saturday & battery drained to 25% by 11.30AM on sunday. The Battery Save mode was ON all the time. No calls made & most of the time the phone was lying in idle. Just 5 hours of light browsing was made.Again today unplugged by 5AM & by 4.30PM the battery drained to 48% with 3hrs of browsing usage, no calls made & kept idle most of the time.Yet another unreliable heavily speculated product from samsung india 💩🤯👎.My 5 year old Moto G5S+ 3000MAH battery is doing the same job after all these time of heavy use 👏👏 Kudos Motorola.Imagine what the gamers could use this useless phone of meger battery life.The so called 15W Fast charger is outdated & bulky, an useless accesorie. It takes 3 hours to full charge this handset. 🐢😤🤬If customers have the chance to get refund for this product as per 7 days replacement policy then undoubtedly everyone will choose that option & get rid of this sxxt phone.Most of the time the screen response is also cheap. So diificult or even non-responsive to copy OTP or other messages from the screen."
44,Santosh Raman Mishra,It takes 3 hours to charge phone,1.0,5,10,2021,1,10,3 hours to charge and heating issue with phone and very hard attitude of Amazon to refund. Phone sicks
45,Kalai,Worst product,1.0,11,9,2021,1,11,Dear friends kindly don't buy this mobile. for me on the third day itself my mobile board is dead.
46,Deepakpal1971,Nice phone,5.0,18,9,2021,1,9,Perfect as per the specifications given in this price.
47,TGGaneshBaabu,Best mobile for genuine users,5.0,21,9,2021,1,6,"I bought this mobile a week ago.Feeling great with battery lifeNo heating issue, no software problems faced.Camera is reasonably good.Volume of speaker requires enhancement.However  with wired and Bluetooth headset I am getting convinced.Overall nice productSuggestionIf this same mobile comes with dual sim and memory  card  slot, it would be great 👍 👌"
48,Prasad naik,Excellent 5G phone from samsung,5.0,14,9,2021,1,7,Have been using it from last 2 weeks and have charged once in 3 days. Screen in excellent compared to my earlier Samsung m 31s phone.speed of phone is also superb
49,GD,Great phone,5.0,11,9,2021,1,8,"This phone delivers the performance it promises. RAM, battery life, camera, processor too good. Samsung smart switch app removed all the hassles of changing the phone."
50,sanjeev,Not value for money,1.0,13,9,2021,1,9,"At this cost, lots of options are available in market with far superior configuration."
51,JAGMOHAN K,"Worst ever camera clarity unresponsive finger print reader, didn't expect this from samsung",1.0,11,11,2021,1,4,"Worst ever camera clarity, unresponsive fingerprint reader and face reader takes time more than 5 sec.Call clarity not upto the mark...Only good thing is design and space 128 gb and 8 gb ram..Not at all worthy product for 22000...Don't go by just for 5g network alone... Consider many other facts too..Enough fast for games and display I feel it's bad... Could have provided amoled or super amoled display... Ips display clarity is giving a cheaper look.Sound is good enough to hear and attend calls..Not sure how many days will this display last...Fast charging is okay with 15 w charger..In box accesories doesn't include basic silicon cover.. had to separately buy that..Battery life is goodI could suggest PPL to go for m31 as it's Camera clarity, battery and space are at good level.."
52,AJEET SINGH DAMOR,Don't Buy This Product,1.0,9,11,2021,1,10,"The media could not be loaded.
                



 Don't order this product because In the box charger is 15w available but not a getting 15w charges coming only 9w.I am ordering 4 times This because charger issue but always same problem I am getting 9w chargerSo I suggest all of you don't buy this product"
53,M vijay bhasker reddy,5g mobile from Samsung with more features.,5.0,21,9,2021,1,4,"I liked phone with fast charging, big battery and performance wise, but I am to buy another phone, if it comes nearly 6500mah battery, gaming processor, ram with extended, better software with anti-virus and security. Now this phone is nice."
54,Ravi,Just an average mobile phone withou OTG support,2.0,11,10,2021,1,3,"Writing after 1 week.Major problems -1. fast battery discharge during internet browsing and doesn't last for 10 hours in the new phone.2. Over Heating problem during the online video (from youtube Facebook tweeter etc.) plays on 4G network.3. Does not support OTG USB storage device. Always promot to format your 3TB external hard disk. Do not buy, if you want to use external storage device via OTG adapter. Visited service center, but no success.Display is just ok with bigger screen size.Camera is ok.Phone is bulky but looking nice and sturdy.Sound is amazingly loud and clean without headphone.Fingerprint is very sensitive and sometimes irrigating too when it unlocks mistakenly. LoL.Overall a good phone to buy if you focus on technical configuration and security of data with Knox.Hopefully, next software update will fix the overheating problem and quick battery drainage.I will update the review after a while again."
55,Amazon Customer,Big Regret ..and end up with frustration,1.0,28,10,2021,1,4,"Looking at specs, everything seems good, but actual story starts when u use it.Display is very poor, just try watching any video, picture blurs. This can be tolerate, but real issue is it hangs several times a day for no reason and u will not be able to understand the reason. Network lost for no reason, calls unable to connect. And u can not return it.Very poor product by Samsung."
56,Ashok sharma,Worst battery backup 56% drained in just 3hr,1.0,5,10,2021,1,7,Worst battery backup. And worst video call experience
57,OJHA PRADEEP,Worst phone,1.0,12,10,2021,1,6,"The media could not be loaded.
                



 1.worst selfie camera2.it should s amoled display3.heavy weight4.no fast charging5.not comfortable on palm6.average display quality7.average smoothness8.only looking good9.waste of money10.umeed par pani...please wait for next level for 5g..."
58,Amazon Customer,Don't buy,1.0,3,10,2021,1,6,"The phone is not worthy. Just HD display. And the equal priced competetors are providing excellent quality camera but this m32 5g is not in par. For the same price 18,999 definitely yes definitely you will get a far better camera + display phone"
59,Rahul,Really a monster like the tag line,5.0,21,9,2021,1,4,Very fast to use differen apps like a monster. No hang ups. Look is good.  Battery  charging is faster. Picture quality is very good. After this phone I have become photographer of the house. Should buy this product.
60,Jitu,Display colour issue... Resolved after software update,3.0,19,9,2021,1,5,Mobile display colours issue has been solved by sumsung service center team. Now mobile is working fine only charging is very slow not as said fast charging.
61,Nitin Pathekar,"Worst phone ,made biggest mistake",1.0,27,10,2021,1,3,This phone equipped with quad camera setup but trust me none of them works properly.Low light or indoor photos taken from this phone are extremely worst.If looking for a phone for camera purpose then this phone is not recommended.Their are couple of other options available in other brands may perform better than this phone.
62,Sobin,Product quality could be better,3.0,19,10,2021,1,2,"I have purchased this product in the Amazon sale and had it delivered on 15th Oct 2021. So far these are my observations -1. The phone has amazing battery life2. Never heats up3. Calls are clearly audible4. Apps load fast5. Body looks and feels durableDislikes:1. Samsung, please understand my dog collar is longer than the USB cord. Suppose I am in a railway station and want to charge my phone from a plug point 4ft up without a dock, should I stand and hold the phone till 15W charges charges the device? What's with the short power cord?2. Screen in reading mode flickers. This is visible from day one. I am not initiating the return only because the device seems to hold up without malfunctioning. But in reading more, that flicker very much is visible.3. This is for buyers. If you're a camera person, straightaway skip this device. It has basic camera settings which was common 5 years ago. no aperture settings, shots look bland4. Is it too much to ask for a free screen guard with the phone that's charged a premium just for 5G bandwidth? Xiaomi is doing it and so are others5. Lower the cost as soon as possible. This phone is not worth 17000. I would put it in the ballpark of 12000-150006. Slowest and probably clumsiest face unlock - slow, lethargic, and not accurate. Probably because the camera isn't great"
63,BISWANATH MAHANTY,"Looks good as of now, some new features",4.0,19,9,2021,1,4,"Looks good, have smart features that we expect from a phone in this price range. Screen recorder is good feature. Finger print scanner cum power key is highly sensitive. Screen looks somehow pixelated."
64,Rani,Samsung has turned out to be unreliable.,3.0,11,10,2021,1,2,"M32 5G is NOT a 5G upgraded variant of M32. The specs of M32 is good, but M32 5G is not so. M32 5G is not that great a phone which I found out after 3 days of use. With medium usage of calls and mobile data like watsapp, browsing, mail, shopping, the battery manages to squeeze past 12 hours. For heavy users, this phone will not be a good choice.Amazon needs to revise their return policy. In a brick and mortar store, within a week if such issues are observed, the store would surely replace with another model as per client's requirement. Nowadays, Amazon is asking too many questions when it comes to return or replacement.What do I do if I feel the phone is too heavy in my hands? Am I stuck with it just because I bought it on Amazon?"
65,Rajagopal S,Fingerprint and battery problem,3.0,25,9,2021,1,3,"For reference: Previously used realme 3pro1. Fingerprint is not functioning properly, quite often it's not responding even restarted several times.2. Type C charger only, but take 2hrs to full from 5%. Lenevo zuk z2 also type C charger, but it took 45mins to full(once used). Realme also took less time only.3. 3 finger slide down screenshot, especially you can't take screenshots on playing videos."
66,Char,Average,1.0,10,10,2021,1,3,"Pros -I don't find any.Cons -Too costly for the features.Camera not so good.Display is worst.Front camera is nothing as a samsung phone.Overall -This phone is just a waste of money. I would anytime suggest to go for Samsung Galaxy M51, which is far far better than this phone."
67,LALAN CHOUDHARY,Mid range 5g device with less features,4.0,21,9,2021,1,2,"What you accept from samsung..they will always miser in providing a good features & hardware while other mobile manufacturer providing in the same price range so you have to adjust like amoled display and fast charger(65 watt), camera lenses and many more....they have to consider on these issues if they want to survive in the Indian market...other wise they have sut there business like past in China......So if you are not a hard mobile user then you can consider to buy .....features are available with some pros and cons..."
68,Bhakti s.,Wroth the buy,5.0,9,12,2021,1,2,"The media could not be loaded.
                



 Battery life is just amazing. full charge in like 1 hr and then the batter lasts like almost a day plus few hrs more when used continuously...storage 10/10 processing speed is just like ios so I loved it. also there are additional features that other models of the m series doesn't have so it's cool. the phone might be a Lil heavy comparatively but that's all right ...as for camera it's nice ..good mp..u have priority mode for gaming users and even in buit screen recording so u don't have to download external apps 😩💯over all for the price range this is the best 👌🏻 even if multiple apps are open they device doesn't lag ...don't know if it will happen after a year or two ..but rn since it's new it's totally worth it"
69,Ashwinder Singh,Poorly designed product,1.0,4,12,2021,1,0,The fingerprint sensor is not ergonomically shaped and placed.Samsung has ruined the android experience by overloading the phone with their own crappy appsThe interface itself serves advertisements. It defeats the purpose of buying a phone from a reputed brand.Touch experience is sub-par.The AI loaded over camera makes photos cringy.Screencasting to other than samsung TV is not successful.Display quality is average.Overall better to buy the second in line brands instead of this.Lots of friends recommend me to buy this brand but it is simply not worth the hype.The blutooth has started malfunctioning. it disconnects the devices midway.Already a distinctive slowing down of the device is evident.The inbuilt cringe worthy samsung apps are irritating and they can not be disabled.
70,Bharath,The worst Model & Brand.,1.0,4,10,2021,1,5,"I got the product yesterday morning, I have exchanged my old phone & from afternoon this new phone is not charging,  if there any Zero star I would preferred for that. Now the battery percentage is 22 , I don't know how I want to communicate my contacts 😫"
71,Annapurna Gone,Battery back up not good,1.0,21,9,2021,1,4,"Purchased 10 days back. Most hyped phone. Weak battery back up. If you use for 4h,complete draining and discharge of battery.Other features like camera, sound and look is great. 20k range 5g phone without good battery back up is not a good option."
72,CHANDAN VERMA,Nice phone with good discount and exchange offer,5.0,13,9,2021,1,5,Nice phone with good discount and exchange offer
73,Ajacks Rawoot,Mobil,5.0,16,9,2021,1,6,The data goes off during incoming / outgoing calls
74,देवेन्द्र शर्मा,Samsung Galaxy M32 5G - Runs like water flow !👌👍,5.0,10,1,2022,1,1,"Responds quickly. Double Sim Hybrid Slot, Second Sim or Memorycard !!??Firstly,Would be better if the slot contains both Sim Cards+ Memorycard.Secondly, Both SIMs required to be Nano SIM to match the slot !!Very Fast & Quick battery charging.👌Compatible earphone is requires to inclueded with the Smartphone Galaxy M32 5G."
75,Manish Chaudhary,Worst front camera and battery drained quickly.,1.0,2,10,2021,1,4,Battery drained quickly and front camera worst in-class.I would not recommend to buy this product.
76,Megha ujjainwal,Not worth it,1.0,7,10,2021,1,3,You cannot have use to two sim and sd cart at same time just hated this product please don't buy and finger print sensor not working quickly and properly
77,Resolute,Go for it,5.0,19,9,2021,1,3,"For a guy who is looking for a 5g phone with pretty good features, this is a good option. I'm not saying it has excellent camera, or any such sort. But, surely recommendable."
78,Parul,Not really happy,3.0,12,11,2021,1,1,"Not happy with features, does not have a basic screenshot shortcut. The old method of using side keys. Way to heavy a phone. Not really happy. I mean samsung should standarise some basic features in all phone. M31 has a hand gesture screenshot and next level does not have this basic feature. It really is disappointing. Features are basic as like that of 4 to 5k phone. Only 5g sim capability.dont have a choice as cant keep spending on phones like these. 18k is a huge amount.Opnion dont buy thinking it must be next level because of 5G sim feature. It was a requirement at my end but seriously look out for more features and research wellBig disappointment"
79,Rahul pandey,Awesome,5.0,12,9,2021,1,6,Awesome Product
80,Atul Vinayak Patil,Don't go with this product( Display is below average),1.0,30,9,2021,1,6,"Don't go with this product, not worthy even at 12000 .Display is LCD, Viewing is really stressful."
81,MANI MT,Thanks to only Amazon,3.0,19,10,2021,1,0,"Always Samsung keeps brand value in their product , but i think this  mobile is out from this concept.in simple huge price , low specs, only advantage is to get 5 g. but you know 5 g is still coming. camara quality is very low compared to my M30S. Display is TFT is very annoying , front cam is also not up to the mark. sensor is only to told awesome. I am wondered why samsung is overpriced 23000/-orice range for this mobile. but I am appreciate amazon for such a wonderful offer of exchange value to my Mi mobile. Thanks amazon, so that I am spent only 12000/- for this mobile"
82,Devesh,Mobile is for old aged people,1.0,24,11,2021,1,0,The Finger sensor is on the side and we Indians usually put cover on the mobile to prevent it from any sort of damage & this cover causes nuisance while reading the finger sensor.The camera are of average quality.Earlier I had S7 worth Rs.52000 which doesn't have any problembut M32 has a Voice DROP problem and range DROP problem . I can understand the Call or Voice  drop when I am in the lift but when I am sitting or walking on straight lane/road the call automatically DROPS and I have to call back the person over again & again. Good that now-adays we have unlimited calling. but the phone is really BAD.I do not play games. No comments on how battery is affected when we play games
83,Prachi Singh,"Bad battery life, camera quality not good, slow response",2.0,25,1,2022,1,0,"I didn't like this Samsung phone, not at all worth in this range.Battery life is very low. After charging it to 100%, it's getting drained in half day with very less usage, then I tried to use in power saving mode but it's the same, very poor battery.Also touch of the phone is not good, slow response and sometimes need to click multiple times for any action.Camera quality is not good, doesn't show original color (mostly çhanged to light shade) èven after making changes in settings for brightness and all, it does not give satisfactory pictures and videos."
84,Sureshkumar,Camera clarity not good,1.0,5,10,2021,1,4,Don't buyCamera clarity not goodNo return  in Amazononly replaced when  damaged product
85,Vaibhav,*WORST MOBILE EVER*,2.0,17,1,2022,1,2,"I experienced very thrilling experience with this SAMSUNG-M32  5G.Below, I gave a specific rating according to me...* Mobile Body :- 4.5/5* Fingerprint :- 2/5 (worst)* Camera Front and Back:- 2.4/5* Processor :- 3/5** Overall performance 'Very Bad' worst mobile ever please don't buy.And ONE more important thing for only Samsung customers, all Samsung mobiles of series 'M' is dying due to software issues"
